---,Elapsed Time,Time.,Channel No.,---.1,CH010,CH011,CH012,CH014,CH015,CH016,CH017,CH018,CH019,CH021,CH022,CH023,CH024,CH025,CH027,CH000,CH001
2694,523.639,2018/03/05 13:57:21,2018/03/05,13:57:21,67,209,58,155,18,69,113,32,-24,53,21,54,54,92,97,15.0,24.0
2695,523.8330000000001,2018/03/05 14:09:01,2018/03/05,14:09:01,67,209,58,155,18,69,113,32,-24,54,21,53,54,93,98,15.0,23.8
2696,524.028,2018/03/05 14:20:41,2018/03/05,14:20:41,67,209,58,155,18,70,113,32,-24,53,21,53,54,92,98,15.0,23.7
2697,524.222,2018/03/05 14:32:21,2018/03/05,14:32:21,67,209,58,155,18,69,113,32,-25,53,21,53,54,93,97,15.0,23.5
2698,524.4169999999999,2018/03/05 14:44:01,2018/03/05,14:44:01,67,209,58,155,18,69,113,32,-24,53,21,53,54,93,97,15.0,23.4
2699,524.611,2018/03/05 14:55:41,2018/03/05,14:55:41,67,209,58,155,18,69,113,32,-25,53,21,53,54,93,97,15.0,23.2
2700,524.806,2018/03/05 15:07:21,2018/03/05,15:07:21,67,209,58,155,18,69,113,32,-26,53,21,53,53,93,98,15.0,23.0
2701,525.0,2018/03/05 15:19:01,2018/03/05,15:19:01,66,208,58,155,18,69,113,32,-26,53,21,53,53,93,97,15.0,22.9
2702,525.194,2018/03/05 15:30:41,2018/03/05,15:30:41,67,209,58,155,18,69,112,32,-27,53,21,52,54,92,97,15.0,22.7
2703,525.389,2018/03/05 15:42:21,2018/03/05,15:42:21,66,209,57,155,18,69,112,32,-27,53,21,53,54,93,97,15.0,22.5
2704,525.5830000000001,2018/03/05 15:54:01,2018/03/05,15:54:01,66,209,58,155,18,69,113,32,-29,53,21,53,53,92,97,15.0,22.3
2705,525.778,2018/03/05 16:05:41,2018/03/05,16:05:41,66,208,57,154,18,69,112,32,-30,53,21,53,54,92,97,15.0,22.1
2706,525.972,2018/03/05 16:17:21,2018/03/05,16:17:21,67,208,58,154,17,69,113,32,-31,53,21,53,54,92,97,15.0,21.8
2707,526.1669999999999,2018/03/05 16:29:01,2018/03/05,16:29:01,66,208,57,154,17,69,113,32,-32,53,21,53,54,92,97,15.0,21.6
2708,526.361,2018/03/05 16:40:41,2018/03/05,16:40:41,67,208,57,154,17,69,112,32,-34,53,21,52,53,92,97,15.0,21.3
2709,526.556,2018/03/05 16:52:21,2018/03/05,16:52:21,66,209,57,154,17,69,112,31,-35,53,21,52,53,93,97,15.0,21.1
2710,526.75,2018/03/05 17:04:01,2018/03/05,17:04:01,66,208,57,154,17,68,112,32,-36,53,21,52,53,91,97,15.0,20.8
2711,526.944,2018/03/05 17:15:41,2018/03/05,17:15:41,66,209,57,154,18,68,113,31,-38,53,20,52,53,92,97,15.0,20.6
2712,527.139,2018/03/05 17:27:21,2018/03/05,17:27:21,66,208,57,154,17,69,112,31,-40,53,21,52,53,92,97,15.0,20.3
2713,527.3330000000001,2018/03/05 17:39:01,2018/03/05,17:39:01,66,208,57,153,17,68,112,32,-41,53,21,52,53,92,96,15.0,20.1
2714,527.528,2018/03/05 17:50:41,2018/03/05,17:50:41,66,209,57,153,17,69,112,32,-43,53,21,52,53,92,97,15.0,19.9
2715,527.722,2018/03/05 18:02:21,2018/03/05,18:02:21,66,208,57,153,17,69,112,31,-45,53,20,52,53,91,97,15.0,19.8
2716,527.9169999999999,2018/03/05 18:14:01,2018/03/05,18:14:01,66,208,56,153,17,68,112,31,-47,53,20,52,53,92,97,15.0,19.7
2717,528.111,2018/03/05 18:25:41,2018/03/05,18:25:41,66,209,57,153,17,68,112,32,-48,52,20,52,53,92,97,15.0,19.5
2718,528.306,2018/03/05 18:37:21,2018/03/05,18:37:21,66,208,57,152,17,69,112,32,-50,52,20,52,53,91,97,15.1,19.3
2719,528.5,2018/03/05 18:49:01,2018/03/05,18:49:01,66,208,57,152,17,69,112,31,-52,52,20,52,53,92,96,15.1,19.2
2720,528.694,2018/03/05 19:00:41,2018/03/05,19:00:41,66,208,57,152,17,68,112,31,-53,52,20,52,52,92,96,15.1,19.1
2721,528.889,2018/03/05 19:12:21,2018/03/05,19:12:21,66,208,57,152,17,68,112,31,-55,53,20,52,53,92,97,15.0,19.0
2722,529.0830000000001,2018/03/05 19:24:01,2018/03/05,19:24:01,66,208,57,152,17,68,112,31,-56,53,20,52,53,91,96,15.1,19.0
2723,529.278,2018/03/05 19:35:41,2018/03/05,19:35:41,65,208,57,152,17,69,112,31,-57,53,20,52,53,91,97,15.1,19.0
2724,529.472,2018/03/05 19:47:21,2018/03/05,19:47:21,66,208,57,152,17,68,112,31,-57,53,20,52,53,92,97,15.1,19.0
2725,529.6669999999999,2018/03/05 19:59:01,2018/03/05,19:59:01,65,208,57,152,17,69,112,31,-57,52,20,52,53,91,97,15.1,18.9
2726,529.861,2018/03/05 20:10:41,2018/03/05,20:10:41,66,208,57,151,17,68,112,31,-58,53,20,52,53,91,97,15.1,18.9
2727,530.056,2018/03/05 20:22:21,2018/03/05,20:22:21,66,208,57,151,17,68,112,31,-59,52,20,52,53,92,97,15.1,18.9
2728,530.25,2018/03/05 20:34:01,2018/03/05,20:34:01,65,208,57,152,16,68,112,31,-59,53,20,52,53,92,97,15.1,18.8
2729,530.444,2018/03/05 20:45:41,2018/03/05,20:45:41,66,208,57,152,17,68,112,31,-60,52,21,52,52,92,96,15.1,18.8
2730,530.639,2018/03/05 20:57:21,2018/03/05,20:57:21,65,208,57,151,17,69,112,31,-60,52,20,51,52,91,97,15.1,18.8
2731,530.8330000000001,2018/03/05 21:09:01,2018/03/05,21:09:01,66,208,57,151,17,69,112,31,-61,53,20,52,53,91,97,15.1,18.7
2732,531.028,2018/03/05 21:20:41,2018/03/05,21:20:41,66,208,57,151,17,68,112,31,-61,53,20,51,53,92,96,15.1,18.7
2733,531.222,2018/03/05 21:32:21,2018/03/05,21:32:21,66,208,56,151,17,68,111,31,-62,52,20,52,52,91,96,15.1,18.6
2734,531.4169999999999,2018/03/05 21:44:01,2018/03/05,21:44:01,65,208,56,151,17,68,112,31,-63,53,20,51,53,91,96,15.1,18.5
2735,531.611,2018/03/05 21:55:41,2018/03/05,21:55:41,66,208,57,151,17,68,112,31,-63,52,20,52,52,91,96,15.1,18.4
2736,531.806,2018/03/05 22:07:21,2018/03/05,22:07:21,65,208,56,151,17,68,112,31,-64,52,20,52,53,91,97,15.1,18.2
2737,532.0,2018/03/05 22:19:01,2018/03/05,22:19:01,65,209,56,151,17,68,112,31,-65,53,20,52,52,92,97,15.1,18.1
2738,532.194,2018/03/05 22:30:41,2018/03/05,22:30:41,65,208,57,151,17,68,112,31,-66,52,20,52,53,91,96,15.1,18.0
2739,532.389,2018/03/05 22:42:21,2018/03/05,22:42:21,66,208,56,151,17,68,112,31,-67,52,20,52,53,91,97,15.1,17.9
2740,532.5830000000001,2018/03/05 22:54:01,2018/03/05,22:54:01,66,208,56,151,17,68,112,31,-67,52,20,51,52,91,97,15.1,17.8
2741,532.778,2018/03/05 23:05:41,2018/03/05,23:05:41,66,208,56,150,17,68,112,31,-68,53,20,52,53,92,96,15.1,17.7
2742,532.972,2018/03/05 23:17:21,2018/03/05,23:17:21,66,208,57,150,17,68,112,31,-68,53,21,52,53,92,96,15.1,17.6
2743,533.1669999999999,2018/03/05 23:29:01,2018/03/05,23:29:01,66,208,57,150,17,68,111,31,-69,52,20,51,52,92,96,15.1,17.6
2744,533.361,2018/03/05 23:40:41,2018/03/05,23:40:41,66,208,57,150,16,68,112,31,-69,52,20,52,52,91,96,15.1,17.5
2745,533.556,2018/03/05 23:52:21,2018/03/05,23:52:21,65,208,57,150,17,68,112,31,-70,52,20,52,53,92,97,15.1,17.4
2746,533.75,2018/03/06 00:04:01,2018/03/06,00:04:01,65,208,57,150,17,68,112,31,-69,52,20,52,52,92,96,15.1,17.4
2747,533.944,2018/03/06 00:15:41,2018/03/06,00:15:41,66,208,57,150,17,68,112,30,-70,52,19,51,53,91,97,15.1,17.5
2748,534.139,2018/03/06 00:27:21,2018/03/06,00:27:21,65,208,57,150,17,68,112,31,-70,52,20,52,53,92,96,15.1,17.4
2749,534.3330000000001,2018/03/06 00:39:01,2018/03/06,00:39:01,66,208,57,150,17,68,112,31,-70,52,20,51,53,91,97,15.1,17.3
2750,534.528,2018/03/06 00:50:41,2018/03/06,00:50:41,66,208,56,150,17,68,112,31,-70,53,20,52,53,92,97,15.1,17.3
2751,534.722,2018/03/06 01:02:21,2018/03/06,01:02:21,66,208,57,150,17,68,112,31,-71,53,20,52,53,91,97,15.1,17.2
2752,534.9169999999999,2018/03/06 01:14:01,2018/03/06,01:14:01,66,208,57,150,16,68,112,31,-71,52,20,52,52,91,97,15.1,17.2
2753,535.111,2018/03/06 01:25:41,2018/03/06,01:25:41,65,208,57,150,17,68,112,31,-71,52,20,51,52,92,97,15.1,17.2
2754,535.306,2018/03/06 01:37:21,2018/03/06,01:37:21,65,208,57,150,17,68,112,31,-71,52,20,52,53,91,97,15.1,17.2
2755,535.5,2018/03/06 01:49:01,2018/03/06,01:49:01,66,208,56,149,17,68,112,31,-71,52,20,51,53,92,97,15.1,17.2
2756,535.694,2018/03/06 02:00:41,2018/03/06,02:00:41,66,208,57,150,17,68,112,31,-72,52,20,51,53,92,97,15.1,17.2
2757,535.889,2018/03/06 02:12:21,2018/03/06,02:12:21,66,208,57,149,17,68,112,31,-71,52,20,52,52,92,97,15.1,17.1
2758,536.0830000000001,2018/03/06 02:24:01,2018/03/06,02:24:01,66,208,56,149,17,68,112,31,-72,52,20,52,53,91,97,15.1,17.0
2759,536.278,2018/03/06 02:35:41,2018/03/06,02:35:41,65,208,57,150,16,68,112,31,-72,52,20,51,53,92,97,15.1,16.9
2760,536.472,2018/03/06 02:47:21,2018/03/06,02:47:21,65,208,56,150,17,68,112,31,-72,53,20,51,53,91,97,15.1,16.8
2761,536.6669999999999,2018/03/06 02:59:01,2018/03/06,02:59:01,65,208,56,149,17,68,112,31,-73,52,20,52,53,91,96,15.1,16.8
2762,536.861,2018/03/06 03:10:41,2018/03/06,03:10:41,65,208,57,149,17,68,112,31,-73,53,20,51,52,91,96,15.1,16.7
2763,537.056,2018/03/06 03:22:21,2018/03/06,03:22:21,65,208,57,149,16,68,112,31,-73,52,20,51,53,91,97,15.1,16.7
2764,537.25,2018/03/06 03:34:01,2018/03/06,03:34:01,66,208,57,149,16,68,112,30,-74,52,20,51,52,92,96,15.1,16.7
2765,537.444,2018/03/06 03:45:41,2018/03/06,03:45:41,65,208,56,149,17,68,112,31,-74,53,20,51,53,91,96,15.1,16.6
2766,537.639,2018/03/06 03:57:21,2018/03/06,03:57:21,66,208,56,149,16,68,112,31,-74,52,20,51,53,91,97,15.1,16.6
2767,537.8330000000001,2018/03/06 04:09:01,2018/03/06,04:09:01,65,208,57,149,16,68,112,31,-75,52,20,51,52,92,96,15.1,16.6
2768,538.028,2018/03/06 04:20:41,2018/03/06,04:20:41,65,208,56,149,17,68,112,30,-75,52,20,51,52,92,97,15.1,16.5
2769,538.222,2018/03/06 04:32:21,2018/03/06,04:32:21,66,208,56,149,17,68,112,31,-75,52,20,51,52,92,97,15.1,16.5
2770,538.4169999999999,2018/03/06 04:44:01,2018/03/06,04:44:01,66,208,57,149,17,68,112,31,-74,52,20,52,52,92,97,15.1,16.5
2771,538.611,2018/03/06 04:55:41,2018/03/06,04:55:41,65,208,57,149,16,68,112,31,-75,53,20,51,53,92,97,15.1,16.4
2772,538.806,2018/03/06 05:07:21,2018/03/06,05:07:21,66,208,57,149,16,68,112,31,-75,52,20,52,52,91,97,15.1,16.4
2773,539.0,2018/03/06 05:19:01,2018/03/06,05:19:01,66,208,57,149,16,68,112,31,-75,52,20,52,52,92,97,15.1,16.3
2774,539.194,2018/03/06 05:30:41,2018/03/06,05:30:41,66,209,57,148,16,68,112,31,-76,53,20,52,52,92,97,15.1,16.3
2775,539.389,2018/03/06 05:42:21,2018/03/06,05:42:21,66,208,56,148,16,68,112,30,-76,52,20,51,53,92,97,15.1,16.3
2776,539.5830000000001,2018/03/06 05:54:01,2018/03/06,05:54:01,66,208,57,148,16,68,112,31,-76,52,20,51,52,92,96,15.1,16.3
2777,539.778,2018/03/06 06:05:41,2018/03/06,06:05:41,66,208,57,149,16,68,112,31,-77,53,20,52,52,92,96,15.1,16.3
2778,539.972,2018/03/06 06:17:21,2018/03/06,06:17:21,65,208,57,149,17,68,112,31,-77,52,20,52,52,92,97,15.1,16.4
2779,540.1669999999999,2018/03/06 06:29:01,2018/03/06,06:29:01,66,209,56,148,17,69,112,31,-77,53,20,51,52,92,97,15.1,16.3
2780,540.361,2018/03/06 06:40:41,2018/03/06,06:40:41,65,209,56,148,17,68,112,31,-77,52,20,52,53,92,97,15.1,16.3
2781,540.556,2018/03/06 06:52:21,2018/03/06,06:52:21,65,209,57,148,17,68,112,31,-77,53,20,51,52,92,97,15.1,16.3
2782,540.75,2018/03/06 07:04:01,2018/03/06,07:04:01,65,209,57,148,16,68,112,31,-77,52,20,52,52,91,97,15.1,16.2
2783,540.944,2018/03/06 07:15:41,2018/03/06,07:15:41,66,209,57,149,17,68,112,31,-77,53,20,52,52,92,97,15.1,16.2
2784,541.139,2018/03/06 07:27:21,2018/03/06,07:27:21,65,208,56,149,17,68,112,31,-77,52,20,51,53,92,97,15.1,16.2
2785,541.3330000000001,2018/03/06 07:39:01,2018/03/06,07:39:01,66,208,57,148,16,69,112,31,-77,52,20,52,53,92,96,15.1,16.4
2786,541.528,2018/03/06 07:50:41,2018/03/06,07:50:41,66,208,56,148,17,68,112,31,-77,53,20,51,53,92,97,15.1,16.5
2787,541.722,2018/03/06 08:02:21,2018/03/06,08:02:21,66,208,57,149,17,68,112,31,-78,53,20,51,53,92,97,15.1,16.7
2788,541.9169999999999,2018/03/06 08:14:01,2018/03/06,08:14:01,65,208,57,149,16,68,112,31,-78,52,20,52,53,92,97,15.1,16.7
2789,542.111,2018/03/06 08:25:41,2018/03/06,08:25:41,66,209,57,149,17,68,112,31,-77,53,20,52,53,92,97,15.1,16.8
2790,542.306,2018/03/06 08:37:21,2018/03/06,08:37:21,66,208,57,149,17,69,112,31,-77,53,20,52,52,91,97,15.1,16.8
2791,542.5,2018/03/06 08:49:01,2018/03/06,08:49:01,66,208,57,148,17,68,112,31,-77,53,20,52,53,92,97,15.1,16.8
2792,542.694,2018/03/06 09:00:41,2018/03/06,09:00:41,65,209,57,148,17,68,112,31,-78,53,20,51,53,92,97,15.1,17.0
2793,542.889,2018/03/06 09:12:21,2018/03/06,09:12:21,66,208,57,149,17,68,112,31,-77,52,20,52,53,92,97,15.1,17.5
2794,543.0830000000001,2018/03/06 09:24:01,2018/03/06,09:24:01,66,209,57,149,17,69,112,31,-77,53,21,52,53,92,97,15.1,18.1
2795,543.278,2018/03/06 09:35:41,2018/03/06,09:35:41,66,209,57,149,17,68,112,31,-77,53,20,52,52,92,97,15.1,18.7
2796,543.472,2018/03/06 09:47:21,2018/03/06,09:47:21,66,208,57,150,17,68,112,31,-77,53,21,52,53,92,97,15.1,19.3
2797,543.6669999999999,2018/03/06 09:59:01,2018/03/06,09:59:01,66,209,57,149,17,69,112,31,-77,53,21,52,53,92,97,15.1,20.0
2798,543.861,2018/03/06 10:10:41,2018/03/06,10:10:41,66,209,58,150,17,69,112,31,-76,53,20,52,53,93,97,15.0,20.6
2799,544.056,2018/03/06 10:22:21,2018/03/06,10:22:21,66,209,58,150,17,69,112,32,-76,53,20,52,53,93,97,15.0,21.2
2800,544.25,2018/03/06 10:34:01,2018/03/06,10:34:01,66,209,57,150,17,69,113,32,-76,53,20,52,53,93,98,15.0,21.9
2801,544.444,2018/03/06 10:45:41,2018/03/06,10:45:41,66,209,58,150,17,69,113,32,-75,53,21,53,54,93,98,15.0,22.5
2802,544.639,2018/03/06 10:57:21,2018/03/06,10:57:21,67,209,58,150,18,69,113,32,-75,53,21,53,54,93,98,15.0,23.1
2803,544.8330000000001,2018/03/06 11:09:01,2018/03/06,11:09:01,67,209,58,151,17,69,113,32,-75,54,21,53,54,93,98,15.0,23.7
2804,545.028,2018/03/06 11:20:41,2018/03/06,11:20:41,67,210,58,151,18,70,113,32,-74,54,21,54,54,93,98,15.0,24.2
2805,545.222,2018/03/06 11:32:21,2018/03/06,11:32:21,67,209,58,151,18,69,113,32,-74,54,21,53,54,94,98,14.9,24.5
2806,545.4169999999999,2018/03/06 11:44:01,2018/03/06,11:44:01,67,209,58,151,18,70,113,33,-73,54,21,54,54,94,98,14.9,24.8
2807,545.611,2018/03/06 11:55:41,2018/03/06,11:55:41,67,210,59,152,18,70,113,33,-73,54,21,54,55,94,98,14.9,24.9
2808,545.806,2018/03/06 12:07:21,2018/03/06,12:07:21,67,209,59,152,18,70,113,33,-73,54,21,54,54,94,98,14.9,25.2
2809,546.0,2018/03/06 12:19:01,2018/03/06,12:19:01,67,210,59,152,19,70,113,33,-73,54,21,54,55,94,99,14.9,25.4
2810,546.194,2018/03/06 12:30:41,2018/03/06,12:30:41,67,210,59,152,19,70,114,33,-72,54,21,54,54,94,99,14.9,25.5
2811,546.389,2018/03/06 12:42:21,2018/03/06,12:42:21,68,210,59,153,18,70,114,33,-72,54,21,54,54,94,99,14.9,25.6
2812,546.5830000000001,2018/03/06 12:54:01,2018/03/06,12:54:01,67,210,59,152,19,70,113,33,-71,54,22,54,55,95,99,14.9,25.7
2813,546.778,2018/03/06 13:05:41,2018/03/06,13:05:41,68,210,59,153,19,70,114,33,-71,55,22,54,55,95,99,14.9,25.8
2814,546.972,2018/03/06 13:17:21,2018/03/06,13:17:21,68,210,59,152,19,71,114,33,-71,54,21,54,55,94,99,14.9,25.8
2815,547.1669999999999,2018/03/06 13:29:01,2018/03/06,13:29:01,68,210,59,152,19,70,114,33,-71,54,22,54,55,94,99,14.9,25.9
2816,547.361,2018/03/06 13:40:41,2018/03/06,13:40:41,67,210,59,153,19,70,114,33,-71,54,22,54,55,94,99,14.9,25.8
2817,547.556,2018/03/06 13:52:21,2018/03/06,13:52:21,68,210,59,153,19,70,114,33,-71,54,22,54,55,95,99,14.9,25.8
2818,547.75,2018/03/06 14:04:01,2018/03/06,14:04:01,68,210,59,153,19,70,114,33,-71,54,22,54,55,94,99,14.9,25.7
2819,547.944,2018/03/06 14:15:41,2018/03/06,14:15:41,68,210,59,152,19,70,114,33,-71,55,22,54,55,95,99,14.9,25.6
2820,548.139,2018/03/06 14:27:21,2018/03/06,14:27:21,68,210,59,152,19,71,114,34,-71,54,21,54,55,95,99,14.9,25.6
2821,548.3330000000001,2018/03/06 14:39:01,2018/03/06,14:39:01,68,210,59,152,19,71,114,33,-71,55,22,54,55,94,99,14.9,25.6
2822,548.528,2018/03/06 14:50:41,2018/03/06,14:50:41,68,210,59,152,19,70,114,33,-71,55,22,54,55,95,100,14.9,25.6
2823,548.722,2018/03/06 15:02:21,2018/03/06,15:02:21,67,210,59,152,19,71,114,33,-71,55,22,55,55,95,99,14.9,25.5
2824,548.9169999999999,2018/03/06 15:14:01,2018/03/06,15:14:01,68,210,59,152,19,71,114,33,-71,54,22,54,55,95,99,14.9,25.5
2825,549.111,2018/03/06 15:25:41,2018/03/06,15:25:41,68,210,59,153,19,71,114,33,-71,55,22,54,55,95,99,14.9,25.6
2826,549.306,2018/03/06 15:37:21,2018/03/06,15:37:21,68,211,59,152,19,71,114,33,-71,54,22,55,55,94,99,14.9,25.6
2827,549.5,2018/03/06 15:49:01,2018/03/06,15:49:01,68,210,59,152,19,71,114,33,-71,54,22,54,55,95,99,14.9,25.6
2828,549.694,2018/03/06 16:00:41,2018/03/06,16:00:41,68,210,59,152,19,70,114,33,-70,55,22,54,55,95,99,14.9,25.7
2829,549.889,2018/03/06 16:12:21,2018/03/06,16:12:21,68,210,60,152,19,71,114,33,-70,54,21,54,56,94,100,14.9,25.7
2830,550.0830000000001,2018/03/06 16:24:01,2018/03/06,16:24:01,68,210,59,153,19,71,114,33,-70,55,22,54,55,95,99,14.9,25.8
2831,550.278,2018/03/06 16:35:41,2018/03/06,16:35:41,68,210,59,152,19,71,114,34,-70,55,22,54,56,95,100,14.9,25.8
2832,550.472,2018/03/06 16:47:21,2018/03/06,16:47:21,68,211,59,153,19,71,114,34,-70,55,22,55,55,95,99,14.9,25.7
2833,550.6669999999999,2018/03/06 16:59:01,2018/03/06,16:59:01,68,210,59,152,19,71,114,33,-70,55,22,54,56,95,99,14.9,25.6
2834,550.861,2018/03/06 17:10:41,2018/03/06,17:10:41,68,211,59,153,19,71,114,34,-70,55,21,54,55,95,99,14.9,25.5
2835,551.056,2018/03/06 17:22:21,2018/03/06,17:22:21,68,210,59,153,19,71,114,33,-70,55,22,54,55,95,100,14.9,25.3
2836,551.25,2018/03/06 17:34:01,2018/03/06,17:34:01,68,211,59,152,19,71,114,34,-71,55,22,54,55,95,99,14.9,25.0
2837,551.444,2018/03/06 17:45:41,2018/03/06,17:45:41,68,210,59,152,19,70,114,34,-70,54,22,54,55,94,99,14.9,24.6
2838,551.639,2018/03/06 17:57:21,2018/03/06,17:57:21,67,211,59,152,19,71,114,33,-70,55,22,54,55,95,99,14.9,24.3
2839,551.8330000000001,2018/03/06 18:09:01,2018/03/06,18:09:01,68,211,59,151,18,71,114,34,-71,55,22,55,55,94,99,14.9,23.8
2840,552.028,2018/03/06 18:20:41,2018/03/06,18:20:41,68,210,59,152,19,71,114,33,-71,55,22,54,55,94,99,14.9,23.4
2841,552.222,2018/03/06 18:32:21,2018/03/06,18:32:21,68,210,59,151,19,70,114,33,-71,55,22,54,55,94,99,15.0,22.8
2842,552.4169999999999,2018/03/06 18:44:01,2018/03/06,18:44:01,67,210,59,151,19,70,114,33,-71,54,21,54,55,94,99,15.0,22.2
2843,552.611,2018/03/06 18:55:41,2018/03/06,18:55:41,67,210,58,151,19,70,114,33,-71,54,21,54,55,94,99,15.0,21.7
2844,552.806,2018/03/06 19:07:21,2018/03/06,19:07:21,67,210,58,151,18,70,113,33,-72,54,22,53,54,94,99,15.0,21.2
2845,553.0,2018/03/06 19:19:01,2018/03/06,19:19:01,67,209,58,150,18,70,114,32,-72,54,21,53,54,94,99,15.0,20.7
2846,553.194,2018/03/06 19:30:41,2018/03/06,19:30:41,67,209,58,150,18,70,113,32,-73,54,21,53,54,94,99,15.0,20.3
2847,553.389,2018/03/06 19:42:21,2018/03/06,19:42:21,67,210,58,150,18,70,114,33,-72,54,21,53,54,93,98,15.0,19.9
2848,553.5830000000001,2018/03/06 19:54:01,2018/03/06,19:54:01,67,210,58,150,18,70,114,32,-73,54,21,53,54,93,98,15.0,19.5
2849,553.778,2018/03/06 20:05:41,2018/03/06,20:05:41,67,210,58,149,18,69,114,32,-73,54,21,53,54,93,98,15.0,19.2
2850,553.972,2018/03/06 20:17:21,2018/03/06,20:17:21,67,210,58,149,18,70,113,32,-73,53,21,53,53,93,98,15.0,18.9
2851,554.1669999999999,2018/03/06 20:29:01,2018/03/06,20:29:01,66,209,58,149,18,69,114,32,-73,53,21,53,54,93,98,15.0,18.6
